instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,d_temp,d_atemp,d_hum,d_windspeed,casual,registered,cnt
184,03-07-2011,3,0,7,0,0,0,2,0.716667,0.668575,0.6825,0.228858,25.683349,28.12595,68.25,15.333486,2282,2367,4649
185,04-07-2011,3,0,7,1,1,0,2,0.726667,0.665417,0.637917,0.0814792,26.153349,27.917522,63.7917,5.4591064,3065,2978,6043
186,05-07-2011,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,27.093349,29.958308,59.0417,8.459286,1031,3634,4665
187,06-07-2011,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,25.84,29.251778,74.3333,10.042161,784,3845,4629
188,07-07-2011,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,27.25,29.333486,65.125,10.6664,754,3838,4592
189,08-07-2011,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,25.330849,28.251878,75.7917,15.083643,692,3348,4040
190,09-07-2011,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,26.466651,27.834428,60.9167,11.250104,1988,3348,5336
191,10-07-2011,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,27.1325,29.54165,57.8333,12.292557,1743,3138,4881
192,11-07-2011,3,0,7,0,1,1,1,0.7625,0.729804,0.635833,0.282337,27.8375,32.167064,63.5833,18.916579,723,3363,4086
193,12-07-2011,3,0,7,0,2,1,1,0.794167,0.739275,0.559167,0.200254,29.325849,32.79215,55.9167,13.417018,662,3596,4258
194,13-07-2011,3,0,7,0,3,1,1,0.746667,0.689404,0.631667,0.146133,27.093349,29.500664,63.1667,9.790911,748,3594,4342
195,14-07-2011,3,0,7,0,4,1,1,0.680833,0.635104,0.47625,0.240667,23.999151,25.916864,47.625,16.124689,888,4196,5084
196,15-07-2011,3,0,7,0,5,1,1,0.663333,0.624371,0.59125,0.182833,23.176651,25.208486,59.125,12.249811,1318,4220,5538
197,16-07-2011,3,0,7,0,6,0,1,0.686667,0.638263,0.585,0.208342,24.273349,26.125358,58.5,13.958914,2418,3505,5923
198,17-07-2011,3,0,7,0,0,0,1,0.719167,0.669833,0.604167,0.245033,25.800849,28.208978,60.4167,16.417211,2006,3296,5302
199,18-07-2011,3,0,7,0,1,1,1,0.746667,0.703925,0.65125,0.215804,27.093349,30.45905,65.125,14.458868,841,3617,4458
200,19-07-2011,3,0,7,0,2,1,1,0.776667,0.747479,0.650417,0.1306,28.503349,33.333614,65.0417,8.7502,752,3789,4541
201,20-07-2011,3,0,7,0,3,1,1,0.768333,0.74685,0.707083,0.113817,28.111651,33.2921,70.7083,7.625739,644,3688,4332
202,21-07-2011,3,0,7,0,4,1,2,0.815,0.826371,0.69125,0.222021,30.305,38.540486,69.125,14.875407,632,3152,3784
203,22-07-2011,3,0,7,0,5,1,1,0.848333,0.840896,0.580417,0.1331,31.871651,39.499136,58.0417,8.9177,562,2825,3387
204,23-07-2011,3,0,7,0,6,0,1,0.849167,0.804287,0.5,0.131221,31.910849,37.082942,50,8.791807,987,2298,3285
205,24-07-2011,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,31.01,36.458714,55.0833,11.334457,1050,2556,3606
206,25-07-2011,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,26.936651,31.583228,75.7083,6.0841561,568,3272,3840
207,26-07-2011,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,28.268349,30.000614,54.0833,13.417286,750,3840,4590
208,27-07-2011,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,28.425,29.584022,40.2917,12.292021,755,3901,4656
209,28-07-2011,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,28.620849,32.8334,58.3333,11.958093,606,3784,4390
210,29-07-2011,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,31.401651,35.873822,54.25,11.667246,670,3176,3846
211,30-07-2011,3,0,7,0,6,0,1,0.804167,0.728537,0.465833,0.168537,29.795849,32.083442,46.5833,11.291979,1559,2916,4475
212,31-07-2011,3,0,7,0,0,0,1,0.805833,0.729796,0.480833,0.164813,29.874151,32.166536,48.0833,11.042471,1524,2778,4302
213,01-08-2011,3,0,8,0,1,1,1,0.771667,0.703292,0.550833,0.156717,28.268349,30.417272,55.0833,10.500039,729,3537,4266
214,02-08-2011,3,0,8,0,2,1,1,0.783333,0.707071,0.49125,0.20585,28.816651,30.666686,49.125,13.79195,801,4044,4845
215,03-08-2011,3,0,8,0,3,1,2,0.731667,0.679937,0.6575,0.135583,26.388349,28.875842,65.75,9.084061,467,3107,3574
216,04-08-2011,3,0,8,0,4,1,2,0.71,0.664788,0.7575,0.19715,25.37,27.876008,75.75,13.20905,799,3777,4576
217,05-08-2011,3,0,8,0,5,1,1,0.710833,0.656567,0.630833,0.184696,25.409151,27.333422,63.0833,12.374632,1023,3843,4866
218,06-08-2011,3,0,8,0,6,0,2,0.716667,0.676154,0.755,0.22825,25.683349,28.626164,75.5,15.29275,1521,2773,4294
219,07-08-2011,3,0,8,0,0,0,1,0.7425,0.715292,0.752917,0.201487,26.8975,31.209272,75.2917,13.499629,1298,2487,3785
220,08-08-2011,3,0,8,0,1,1,1,0.765,0.703283,0.592083,0.192175,27.955,30.416678,59.2083,12.875725,846,3480,4326
221,09-08-2011,3,0,8,0,2,1,1,0.775,0.724121,0.570417,0.151121,28.425,31.791986,57.0417,10.125107,907,3695,4602
222,10-08-2011,3,0,8,0,3,1,1,0.766667,0.684983,0.424167,0.200258,28.033349,29.208878,42.4167,13.417286,884,3896,4780
223,11-08-2011,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,25.7225,27.000386,42.375,11.041332,812,3980,4792
224,12-08-2011,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,25.291651,27.166772,41.5,8.416607,1051,3854,4905
225,13-08-2011,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,24.234151,26.626628,72.9583,14.167418,1504,2646,4150
226,14-08-2011,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,23.803349,25.209608,81.75,14.916411,1338,2482,3820
227,15-08-2011,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,23.294151,24.667022,71.2083,13.999918,775,3563,4338
228,16-08-2011,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,24.939151,26.625242,57.8333,15.834043,721,4004,4725
229,17-08-2011,3,0,8,0,3,1,1,0.723333,0.666671,0.575417,0.143667,25.996651,28.000286,57.5417,9.625689,668,4026,4694
230,18-08-2011,3,0,8,0,4,1,1,0.711667,0.662258,0.654583,0.233208,25.448349,27.709028,65.4583,15.624936,639,3166,3805
231,19-08-2011,3,0,8,0,5,1,2,0.685,0.633221,0.722917,0.139308,24.195,25.792586,72.2917,9.333636,797,3356,4153
232,20-08-2011,3,0,8,0,6,0,1,0.6975,0.648996,0.674167,0.104467,24.7825,26.833736,67.4167,6.999289,1914,3277,5191
233,21-08-2011,3,0,8,0,0,0,1,0.710833,0.675525,0.77,0.248754,25.409151,28.58465,77,16.666518,1249,2624,3873
234,22-08-2011,3,0,8,0,1,1,1,0.691667,0.638254,0.47,0.27675,24.508349,26.124764,47,18.54225,833,3925,4758
235,23-08-2011,3,0,8,0,2,1,1,0.640833,0.606067,0.455417,0.146763,22.119151,24.000422,45.5417,9.833121,1281,4614,5895
236,24-08-2011,3,0,8,0,3,1,1,0.673333,0.630692,0.605,0.253108,23.646651,25.625672,60.5,16.958236,949,4181,5130
237,25-08-2011,3,0,8,0,4,1,2,0.684167,0.645854,0.771667,0.210833,24.155849,26.626364,77.1667,14.125811,435,3107,3542
238,26-08-2011,3,0,8,0,5,1,1,0.7,0.659733,0.76125,0.0839625,24.9,27.542378,76.125,5.6254875,768,3893,4661
239,27-08-2011,3,0,8,0,6,0,2,0.68,0.635556,0.85,0.375617,23.96,25.946696,85,25.166339,226,889,1115
240,28-08-2011,3,0,8,0,0,0,1,0.707059,0.647959,0.561765,0.304659,25.231773,26.765294,56.1765,20.412153,1415,2919,4334
241,29-08-2011,3,0,8,0,1,1,1,0.636667,0.607958,0.554583,0.159825,21.923349,24.125228,55.4583,10.708275,729,3905,4634
242,30-08-2011,3,0,8,0,2,1,1,0.639167,0.594704,0.548333,0.125008,22.040849,23.250464,54.8333,8.375536,775,4429,5204
243,31-08-2011,3,0,8,0,3,1,1,0.656667,0.611121,0.597917,0.0833333,22.863349,24.333986,59.7917,5.5833311,688,4370,5058
244,01-09-2011,3,0,9,0,4,1,1,0.655,0.614921,0.639167,0.141796,22.785,24.584786,63.9167,9.500332,783,4332,5115
245,02-09-2011,3,0,9,0,5,1,2,0.643333,0.604808,0.727083,0.139929,22.236651,23.917328,72.7083,9.375243,875,3852,4727
246,03-09-2011,3,0,9,0,6,0,1,0.669167,0.633213,0.716667,0.185325,23.450849,25.792058,71.6667,12.416775,1935,2549,4484
247,04-09-2011,3,0,9,0,0,0,1,0.709167,0.665429,0.742083,0.206467,25.330849,27.918314,74.2083,13.833289,2521,2419,4940
248,05-09-2011,3,0,9,1,1,0,2,0.673333,0.625646,0.790417,0.212696,23.646651,25.292636,79.0417,14.250632,1236,2115,3351
249,06-09-2011,3,0,9,0,2,1,3,0.54,0.5152,0.886957,0.343943,17.38,18.0032,88.6957,23.044181,204,2506,2710
250,07-09-2011,3,0,9,0,3,1,3,0.599167,0.544229,0.917083,0.0970208,20.160849,19.919114,91.7083,6.5003936,118,1878,1996
251,08-09-2011,3,0,9,0,4,1,3,0.633913,0.555361,0.939565,0.192748,21.793911,20.653826,93.9565,12.914116,153,1689,1842
252,09-09-2011,3,0,9,0,5,1,2,0.65,0.578946,0.897917,0.124379,22.55,22.210436,89.7917,8.333393,417,3127,3544
253,10-09-2011,3,0,9,0,6,0,1,0.66,0.607962,0.75375,0.153608,23.02,24.125492,75.375,10.291736,1750,3595,5345
254,11-09-2011,3,0,9,0,0,0,1,0.653333,0.609229,0.71375,0.115054,22.706651,24.209114,71.375,7.708618,1633,3413,5046
255,12-09-2011,3,0,9,0,1,1,1,0.644348,0.60213,0.692174,0.088913,22.284356,23.74058,69.2174,5.957171,690,4023,4713
256,13-09-2011,3,0,9,0,2,1,1,0.650833,0.603554,0.7125,0.141804,22.589151,23.834564,71.25,9.500868,701,4062,4763
257,14-09-2011,3,0,9,0,3,1,1,0.673333,0.6269,0.697083,0.1673,23.646651,25.3754,69.7083,11.2091,647,4138,4785
258,15-09-2011,3,0,9,0,4,1,2,0.5775,0.553671,0.709167,0.271146,19.1425,20.542286,70.9167,18.166782,428,3231,3659
259,16-09-2011,3,0,9,0,5,1,2,0.469167,0.461475,0.590417,0.164183,14.050849,14.45735,59.0417,11.000261,742,4018,4760
260,17-09-2011,3,0,9,0,6,0,2,0.491667,0.478512,0.718333,0.189675,15.108349,15.581792,71.8333,12.708225,1434,3077,4511
261,18-09-2011,3,0,9,0,0,0,1,0.5075,0.490537,0.695,0.178483,15.8525,16.375442,69.5,11.958361,1353,2921,4274
262,19-09-2011,3,0,9,0,1,1,2,0.549167,0.529675,0.69,0.151742,17.810849,18.95855,69,10.166714,691,3848,4539
263,20-09-2011,3,0,9,0,2,1,2,0.561667,0.532217,0.88125,0.134954,18.398349,19.126322,88.125,9.041918,438,3203,3641
264,21-09-2011,3,0,9,0,3,1,2,0.595,0.550533,0.9,0.0964042,19.965,20.335178,90,6.4590814,539,3813,4352
265,22-09-2011,3,0,9,0,4,1,2,0.628333,0.554963,0.902083,0.128125,21.531651,20.627558,90.2083,8.584375,555,4240,4795
266,23-09-2011,4,0,9,0,5,1,2,0.609167,0.522125,0.9725,0.0783667,20.630849,18.46025,97.25,5.2505689,258,2137,2395
267,24-09-2011,4,0,9,0,6,0,2,0.606667,0.564412,0.8625,0.0783833,20.513349,21.251192,86.25,5.2516811,1776,3647,5423
268,25-09-2011,4,0,9,0,0,0,2,0.634167,0.572637,0.845,0.0503792,21.805849,21.794042,84.5,3.3754064,1544,3466,5010
269,26-09-2011,4,0,9,0,1,1,2,0.649167,0.589042,0.848333,0.1107,22.510849,22.876772,84.8333,7.4169,684,3946,4630
270,27-09-2011,4,0,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171,21.923349,21.91865,88.5417,7.917457,477,3643,4120
271,28-09-2011,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,21.845,21.960428,84.875,9.958143,480,3427,3907
272,29-09-2011,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,20.983349,21.917792,69.9167,11.583161,653,4186,4839
273,30-09-2011,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,18.515849,19.958714,64.75,13.833825,830,4372,5202
274,01-10-2011,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,11.27,11.248958,75.375,19.583832,480,1949,2429
275,02-10-2011,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,8.763349,6.790922,79.1667,14.874871,616,2302,2918
276,03-10-2011,4,0,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,10.055849,9.875036,76.0833,5.5841686,330,3240,3570
277,04-10-2011,4,0,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,14.755849,15.208628,71,13.792218,486,3970,4456
278,05-10-2011,4,0,10,0,3,1,1,0.538333,0.527138,0.647917,0.17725,17.301651,18.791108,64.7917,11.87575,559,4267,4826
279,06-10-2011,4,0,10,0,4,1,1,0.494167,0.480425,0.620833,0.134954,15.225849,15.70805,62.0833,9.041918,639,4126,4765
280,07-10-2011,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,16.009151,17.290664,68.4167,1.5002439,949,4036,4985
281,08-10-2011,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,16.518349,17.873972,70.125,3.0420814,2235,3174,5409
282,09-10-2011,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,17.419151,18.582878,72.75,4.25115,2397,3114,5511
283,10-10-2011,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,18.829151,19.83305,73.375,2.8343814,1514,3603,5117
284,11-10-2011,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,18.633349,20.042336,80.875,9.583814,667,3896,4563
285,12-10-2011,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,17.536651,18.169322,90.625,16.62605,217,2199,2416
286,13-10-2011,4,0,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787,19.690849,20.419064,89.6667,9.499729,290,2623,2913
287,14-10-2011,4,0,10,0,5,1,2,0.550833,0.529675,0.71625,0.223883,17.889151,18.95855,71.625,15.000161,529,3115,3644
288,15-10-2011,4,0,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083,15.813349,16.91585,48.3333,17.291561,1899,3318,5217
289,16-10-2011,4,0,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,16.048349,17.208164,48.6667,18.875039,1748,3293,5041
290,17-10-2011,4,0,10,0,1,1,1,0.534167,0.510725,0.579583,0.175379,17.105849,17.70785,57.9583,11.750393,713,3857,4570
291,18-10-2011,4,0,10,0,2,1,2,0.5325,0.522721,0.701667,0.110087,17.0275,18.499586,70.1667,7.375829,637,4111,4748
292,19-10-2011,4,0,10,0,3,1,3,0.541739,0.513848,0.895217,0.243339,17.461733,17.913968,89.5217,16.303713,254,2170,2424
293,20-10-2011,4,0,10,0,4,1,1,0.475833,0.466525,0.63625,0.422275,14.364151,14.79065,63.625,28.292425,471,3724,4195
294,21-10-2011,4,0,10,0,5,1,1,0.4275,0.423596,0.574167,0.221396,12.0925,11.957336,57.4167,14.833532,676,3628,4304
295,22-10-2011,4,0,10,0,6,0,1,0.4225,0.425492,0.629167,0.0926667,11.8575,12.082472,62.9167,6.2086689,1499,2809,4308
296,23-10-2011,4,0,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,11.818349,11.873978,74.125,6.6673375,1619,2762,4381
297,24-10-2011,4,0,10,0,1,1,1,0.463333,0.457067,0.772083,0.118792,13.776651,14.166422,77.2083,7.959064,699,3488,4187
298,25-10-2011,4,0,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658,14.168349,14.58275,62.2917,11.166086,695,3992,4687
299,26-10-2011,4,0,10,0,3,1,2,0.484167,0.472846,0.720417,0.148642,14.755849,15.207836,72.0417,9.959014,404,3490,3894
300,27-10-2011,4,0,10,0,4,1,2,0.47,0.457046,0.812917,0.197763,14.09,14.165036,81.2917,13.250121,240,2419,2659
301,28-10-2011,4,0,10,0,5,1,2,0.330833,0.318812,0.585833,0.229479,7.549151,5.041592,58.5833,15.375093,456,3291,3747
302,29-10-2011,4,0,10,0,6,0,3,0.254167,0.227913,0.8825,0.351371,3.945849,-0.957742,88.25,23.541857,57,570,627
303,30-10-2011,4,0,10,0,0,0,1,0.319167,0.321329,0.62375,0.176617,7.000849,5.207714,62.375,11.833339,885,2446,3331
304,31-10-2011,4,0,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,7.98,7.500158,70.3333,7.12545,362,3307,3669
305,01-11-2011,4,0,11,0,2,1,1,0.400833,0.397088,0.68375,0.135571,10.839151,10.207808,68.375,9.083257,410,3658,4068
306,02-11-2011,4,0,11,0,3,1,1,0.3775,0.390133,0.71875,0.0820917,9.7425,9.748778,71.875,5.5001439,370,3816,4186
307,03-11-2011,4,0,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817,11.191651,10.790786,70.2083,9.166739,318,3656,3974
308,04-11-2011,4,0,11,0,5,1,2,0.403333,0.403392,0.6225,0.271779,10.956651,10.623872,62.25,18.209193,470,3576,4046
309,05-11-2011,4,0,11,0,6,0,1,0.326667,0.323854,0.519167,0.189062,7.353349,5.374364,51.9167,12.667154,1156,2770,3926
310,06-11-2011,4,0,11,0,0,0,1,0.348333,0.362358,0.734583,0.0920542,8.371651,7.915628,73.4583,6.1676314,952,2697,3649
311,07-11-2011,4,0,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,10.565,10.457486,75.875,3.834075,373,3662,4035
312,08-11-2011,4,0,11,0,2,1,1,0.408333,0.412246,0.721667,0.0690375,11.191651,11.208236,72.1667,4.6255125,376,3829,4205
313,09-11-2011,4,0,11,0,3,1,1,0.4,0.409079,0.758333,0.0621958,10.8,10.999214,75.8333,4.1671186,305,3804,4109
314,10-11-2011,4,0,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,9.86,8.665586,81.3333,12.667489,190,2743,2933
315,11-11-2011,4,0,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,7.235849,4.249922,44.625,21.083225,440,2928,3368
316,12-11-2011,4,0,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,8.763349,7.624172,55.2917,14.208154,1275,2792,4067
317,13-11-2011,4,0,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,12.719151,12.4163,45.8333,18.875307,1004,2713,3717
318,14-11-2011,4,0,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,16.91,18.624392,58.7083,20.541932,595,3891,4486
319,15-11-2011,4,0,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,16.91,17.500214,68.875,13.375411,449,3746,4195
320,16-11-2011,4,0,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,13.463349,13.831208,93,9.167543,145,1672,1817
321,17-11-2011,4,0,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362,8.058349,5.332586,57.5833,20.459254,139,2914,3053
322,18-11-2011,4,0,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,4.885849,1.999586,41,11.291711,245,3147,3392
323,19-11-2011,4,0,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496,7.470849,5.415878,50.2083,15.041232,943,2720,3663
324,20-11-2011,4,0,11,0,0,0,2,0.463333,0.457058,0.684583,0.18595,13.776651,14.165828,68.4583,12.45865,787,2733,3520
325,21-11-2011,4,0,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,13.0325,13.374092,91,9.249618,220,2545,2765
326,22-11-2011,4,0,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,11.583349,11.831936,96.25,7.959064,69,1538,1607
327,23-11-2011,4,0,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,12.719151,12.415442,75.7917,22.500275,112,2454,2566
328,24-11-2011,4,0,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,9.546651,8.583086,54.9167,11.209368,560,935,1495
329,25-11-2011,4,0,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,9.625,9.124286,64.375,6.6260186,1095,1697,2792
330,26-11-2011,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,9.664151,9.415742,68.1667,4.5841936,1249,1819,3068
331,27-11-2011,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,13.580849,14.0828,69.8333,13.999918,810,2261,3071
332,28-11-2011,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,15.663466,16.348052,74.3043,9.522174,253,3614,3867
333,29-11-2011,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,13.541651,13.79075,83.0833,17.292164,96,2818,2914
334,30-11-2011,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,7.275,4.540586,61.3333,18.167586,188,3425,3613
335,01-12-2011,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,6.6875,4.166564,52.4583,14.750586,182,3545,3727
336,02-12-2011,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,6.765849,5.874578,62.5833,6.750518,268,3672,3940
337,03-12-2011,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,6.060849,4.499864,61.2917,6.4174811,706,2908,3614
338,04-12-2011,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,7.549151,7.0406,77.5833,5.6252061,634,2851,3485
339,05-12-2011,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,10.134151,9.99905,82.7083,4.1679561,233,3578,3811
340,06-12-2011,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,13.7375,14.1224,94.9583,15.583061,126,2468,2594
341,07-12-2011,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,11.27,10.416236,97.0417,17.833725,50,655,705
342,08-12-2011,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,4.494151,0.957908,58,16.083886,150,3172,3322
343,09-12-2011,4,0,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827167,5.669151,4.957772,69.5833,5.5420189,261,3359,3620
344,10-12-2011,4,0,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,4.925,1.583192,50.75,15.625807,502,2688,3190
345,11-12-2011,4,0,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,2.379151,0.708164,49,4.4582939,377,2366,2743
346,12-12-2011,4,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,3.201651,1.832936,67.0833,4.25115,143,3167,3310
347,13-12-2011,4,0,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,5.2775,3.875108,59,9.41685,155,3368,3523
348,14-12-2011,4,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,6.9225,6.331892,66.375,4.0842061,178,3562,3740
349,15-12-2011,4,0,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,11.8575,11.207642,63.4167,17.958814,181,3528,3709
350,16-12-2011,4,0,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,9.625,7.74845,50.0417,17.458525,178,3399,3577
351,17-12-2011,4,0,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,4.141651,0.458486,56.0833,16.292189,275,2464,2739
352,18-12-2011,4,0,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,3.201651,0.208214,58.625,11.375193,220,2211,2431
353,19-12-2011,4,0,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,5.003349,2.541578,63.75,11.584032,260,3143,3403
354,20-12-2011,4,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,10.134151,10.165964,59.5417,4.1252436,216,3534,3750
355,21-12-2011,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,12.131651,12.249122,85.8333,14.8338,107,2553,2660
356,22-12-2011,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,11.896651,12.123986,75.75,3.167425,227,2841,3068
357,23-12-2011,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,9.546651,8.915858,68.625,18.374482,163,2046,2209
358,24-12-2011,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,6.2175,3.749972,54.25,12.750368,155,856,1011
359,25-12-2011,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,4.914801,2.477426,68.1304,10.391097,303,451,754
360,26-12-2011,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,7.121733,4.82531,50.6957,16.044155,430,887,1317
361,27-12-2011,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,7.275,5.623778,76.25,12.62615,103,1059,1162
362,28-12-2011,1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,6.05911,2.478284,50.3913,19.695387,255,2047,2302
363,29-12-2011,1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,3.671651,1.416872,57.4167,8.000604,254,2169,2423
364,30-12-2011,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,6.648349,5.041592,63.6667,9.000579,491,2508,2999
365,31-12-2011,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,11.27,11.331986,61.5833,14.750318,665,1820,2485
